12.420,4.430,26.500,2.130,2.080,3.120,365.000,2.000
13.300,1.720,17.000,2.190,3.950,2.770,1285.000,1.000
13.760,1.530,19.500,2.740,5.400,3.000,1235.000,1.000
13.490,3.590,19.500,0.480,5.700,1.820,580.000,3.000
14.130,4.100,24.500,0.760,9.200,1.600,560.000,3.000
13.940,1.730,17.400,3.540,8.900,3.100,1260.000,1.000
11.820,1.720,19.500,1.640,2.060,2.440,415.000,2.000
14.060,2.150,17.600,2.510,5.050,3.580,1295.000,1.000
13.360,2.560,20.000,0.500,5.600,2.470,780.000,3.000
13.400,4.600,25.000,0.960,8.500,1.920,630.000,3.000
12.850,3.270,22.000,0.600,5.580,2.110,570.000,3.000
13.860,1.510,25.000,2.860,3.380,3.160,410.000,2.000
13.050,2.050,25.000,2.680,3.580,3.200,830.000,1.000
13.110,1.900,25.500,1.280,7.100,1.330,425.000,3.000
11.650,1.670,26.000,1.610,2.600,3.210,562.000,2.000
12.850,1.600,17.800,2.370,3.930,3.630,1015.000,1.000
12.340,2.450,21.000,2.110,2.800,3.380,438.000,2.000
12.250,4.720,21.000,0.470,3.850,1.270,720.000,3.000
13.620,4.950,20.000,0.800,4.400,2.050,550.000,3.000
13.670,1.250,18.000,1.790,3.800,2.460,630.000,2.000
12.370,1.070,18.500,3.750,4.500,2.770,660.000,2.000
13.720,1.430,16.700,3.670,6.800,2.870,1285.000,1.000
12.290,1.410,16.000,2.500,2.900,2.740,428.000,2.000
12.080,1.130,24.000,1.580,2.200,2.720,630.000,2.000
13.070,1.500,15.500,2.640,3.700,2.690,1020.000,1.000
13.390,1.770,16.100,2.940,4.800,3.220,1195.000,1.000
13.820,1.750,14.000,3.740,7.050,3.260,1190.000,1.000
13.640,3.100,15.200,3.030,5.100,3.360,845.000,1.000
13.630,1.810,17.200,2.910,7.300,2.880,1310.000,1.000
14.220,3.990,13.200,3.040,5.100,3.530,760.000,1.000
13.050,1.730,12.400,3.270,7.200,2.910,1150.000,1.000
14.390,1.870,14.600,2.520,5.250,3.580,1290.000,1.000
14.100,2.160,18.000,3.320,5.750,3.170,1510.000,1.000
11.660,1.880,16.000,1.570,3.800,2.140,428.000,2.000
14.210,4.040,18.900,2.650,5.240,3.330,1080.000,1.000
12.200,3.030,19.000,0.490,5.500,1.830,510.000,3.000
12.770,2.390,19.500,0.510,9.900,1.630,470.000,3.000
12.530,5.510,25.000,0.600,5.000,1.690,515.000,3.000
12.290,2.830,18.000,2.250,2.150,3.300,290.000,2.000
12.720,1.750,22.500,1.760,3.300,2.420,488.000,2.000
13.870,1.900,19.400,2.970,4.500,3.400,915.000,1.000
14.190,1.590,16.500,3.930,8.700,2.820,1680.000,1.000
12.860,1.350,18.000,1.250,4.100,1.290,630.000,3.000
12.600,1.340,18.500,1.360,2.450,2.770,562.000,2.000
12.360,3.830,21.000,0.920,7.650,1.580,520.000,3.000
13.480,1.670,22.500,1.100,11.750,1.780,620.000,3.000
12.250,1.730,19.000,2.030,3.400,3.170,510.000,2.000
14.380,1.870,12.000,3.640,7.500,3.000,1547.000,1.000
11.640,2.060,21.600,1.690,2.800,2.750,680.000,2.000
12.640,1.360,16.800,1.410,5.750,1.590,450.000,2.000
12.210,1.190,16.800,1.280,2.850,3.070,718.000,2.000
13.340,0.940,17.000,1.300,3.170,1.930,750.000,2.000
12.820,3.370,19.500,0.660,10.260,1.750,685.000,3.000
12.080,1.330,23.600,1.590,1.740,3.210,625.000,2.000
13.580,2.580,24.500,0.840,8.660,1.800,750.000,3.000
12.330,0.990,14.800,1.850,3.400,2.310,750.000,2.000
13.690,3.260,20.000,0.560,5.880,1.820,680.000,3.000
11.030,1.510,21.500,2.170,1.900,2.870,407.000,2.000
13.240,2.590,21.000,2.690,4.320,2.930,735.000,1.000
13.400,3.910,23.000,0.750,7.300,1.560,750.000,3.000
14.380,3.590,16.000,3.170,4.900,3.440,1065.000,1.000
14.060,1.630,16.000,3.170,5.650,3.710,780.000,1.000
14.750,1.730,11.400,3.690,5.400,2.730,1150.000,1.000
13.490,1.660,24.000,1.840,3.740,2.780,472.000,2.000
13.240,3.980,17.500,2.630,4.360,3.000,680.000,1.000
12.770,3.430,16.000,1.250,3.400,2.120,372.000,2.000
13.510,1.800,19.000,2.530,4.200,2.870,1095.000,1.000
12.080,1.830,18.500,1.500,2.400,2.270,480.000,2.000
12.420,2.550,22.000,1.840,2.700,3.300,315.000,2.000
12.170,1.450,19.000,1.750,2.950,2.230,355.000,2.000
12.080,2.080,17.500,2.170,3.300,2.960,710.000,2.000
12.070,2.160,21.000,2.650,2.760,3.280,378.000,2.000
12.840,2.960,24.000,0.600,4.920,2.150,590.000,3.000
13.880,1.890,15.000,3.560,5.430,3.560,1095.000,1.000
14.160,2.510,20.000,0.700,9.700,1.710,660.000,3.000
11.460,3.740,19.500,2.580,2.900,2.810,562.000,2.000
11.760,2.680,20.000,2.030,3.800,2.500,607.000,2.000
12.080,1.390,22.500,2.290,2.900,3.190,385.000,2.000
12.370,1.130,19.000,3.100,4.450,2.870,420.000,2.000
13.830,1.570,20.000,3.400,6.600,2.570,1130.000,1.000
13.050,1.650,18.000,2.430,4.250,2.510,1105.000,1.000
13.170,2.590,20.000,0.680,9.300,1.620,840.000,3.000
12.700,3.550,21.500,1.200,5.000,1.290,600.000,3.000
14.830,1.640,14.000,2.980,5.200,2.850,1045.000,1.000
13.050,5.800,21.500,2.650,2.600,3.100,380.000,2.000
12.370,1.210,18.100,2.650,4.600,2.300,678.000,2.000
11.790,2.130,28.500,2.240,3.000,2.440,466.000,2.000
