13.670,18.000,1.790,3.800,1.230,630.000,2.000
12.370,24.500,2.450,2.120,0.890,342.000,2.000
13.230,18.500,0.830,10.520,0.560,675.000,3.000
14.190,16.500,3.930,8.700,1.230,1680.000,1.000
13.070,15.500,2.640,3.700,1.180,1020.000,1.000
14.120,16.800,2.430,5.000,1.170,1280.000,1.000
13.290,16.800,3.230,6.000,1.070,1270.000,1.000
13.770,17.100,2.790,6.300,1.130,1375.000,1.000
13.160,21.000,0.550,4.000,0.600,830.000,3.000
12.200,19.000,0.490,5.500,0.660,510.000,3.000
12.990,30.000,2.890,3.350,1.310,985.000,2.000
12.250,21.000,0.470,3.850,0.750,720.000,3.000
12.720,18.800,2.530,3.900,1.160,714.000,2.000
14.100,18.000,3.320,5.750,1.250,1510.000,1.000
12.930,21.000,0.500,4.600,0.770,600.000,3.000
13.620,20.000,0.800,4.400,0.910,550.000,3.000
14.380,16.000,3.170,4.900,1.040,1065.000,1.000
13.030,16.000,2.030,4.600,1.190,392.000,2.000
11.650,26.000,1.610,2.600,1.360,562.000,2.000
13.110,15.000,3.180,5.300,1.120,502.000,2.000
13.240,21.000,2.690,4.320,1.040,735.000,1.000
11.640,21.600,1.690,2.800,1.000,680.000,2.000
12.850,22.000,0.600,5.580,0.870,570.000,3.000
13.080,21.500,1.390,9.400,0.570,550.000,3.000
13.050,21.500,2.650,2.600,0.730,380.000,2.000
13.860,25.000,2.860,3.380,1.360,410.000,2.000
13.450,23.000,0.920,10.680,0.850,695.000,3.000
13.560,20.500,2.780,6.250,0.980,1120.000,1.000
11.610,20.000,2.920,2.650,0.960,680.000,2.000
13.200,11.200,2.760,4.380,1.050,1050.000,1.000
11.620,18.000,2.260,3.250,1.160,345.000,2.000
13.740,16.400,2.900,5.850,0.920,1060.000,1.000
14.020,16.000,2.330,4.700,1.040,1035.000,1.000
12.600,18.500,0.660,7.100,0.730,695.000,3.000
12.510,20.500,1.920,2.940,1.040,672.000,2.000
11.820,19.500,1.640,2.060,0.940,415.000,2.000
12.080,17.500,2.170,3.300,1.270,710.000,2.000
12.160,22.800,1.690,2.450,1.330,495.000,2.000
13.400,25.000,0.960,8.500,0.670,630.000,3.000
13.830,20.000,3.400,6.600,1.130,1130.000,1.000
13.720,16.700,3.670,6.800,0.890,1285.000,1.000
12.720,22.500,1.760,3.300,0.880,488.000,2.000
12.690,20.700,1.460,3.050,0.960,495.000,2.000
11.840,18.000,1.320,2.650,0.960,500.000,2.000
14.230,15.600,3.060,5.640,1.040,1065.000,1.000
12.450,27.000,0.580,7.500,0.670,880.000,3.000
12.070,21.000,2.650,2.760,0.860,378.000,2.000
12.600,18.500,1.360,2.450,1.040,562.000,2.000
13.170,20.000,0.680,9.300,0.600,840.000,3.000
12.370,18.100,2.650,4.600,1.190,678.000,2.000
12.170,19.000,1.750,2.950,1.450,355.000,2.000
12.850,17.800,2.370,3.930,1.090,1015.000,1.000
12.420,22.500,2.090,2.060,1.060,345.000,2.000
12.640,16.800,1.410,5.750,0.980,450.000,2.000
12.290,16.000,2.500,2.900,1.230,428.000,2.000
12.220,19.000,2.040,2.700,0.860,312.000,2.000
13.940,17.400,3.540,8.900,1.120,1260.000,1.000
13.680,17.200,2.690,3.840,1.230,990.000,1.000
12.860,18.000,1.250,4.100,0.760,630.000,3.000
12.580,20.000,0.580,7.600,0.580,640.000,3.000
12.670,18.000,1.940,2.620,1.230,450.000,2.000
13.560,16.200,3.290,6.130,0.950,795.000,1.000
12.420,26.500,2.130,2.080,0.920,365.000,2.000
12.770,19.500,0.510,9.900,0.570,470.000,3.000
11.560,28.500,5.080,6.000,0.930,465.000,2.000
14.370,16.800,3.490,7.800,0.860,1480.000,1.000
13.320,21.500,0.760,8.420,0.550,650.000,3.000
11.870,21.000,3.030,2.800,0.750,380.000,2.000
13.240,17.500,2.630,4.360,0.820,680.000,1.000
12.470,19.000,2.270,2.600,1.160,937.000,2.000
14.100,18.800,2.920,6.200,1.070,1060.000,1.000
13.390,16.100,2.940,4.800,0.920,1195.000,1.000
12.080,18.500,1.500,2.400,1.080,480.000,2.000
12.370,19.600,2.000,4.680,1.120,510.000,2.000
13.490,19.500,0.480,5.700,0.810,580.000,3.000
12.210,16.800,1.280,2.850,1.280,718.000,2.000
12.290,20.400,1.020,3.050,0.906,870.000,2.000
12.000,22.000,1.250,3.600,1.050,450.000,2.000
12.810,24.000,1.090,5.700,0.660,560.000,3.000
12.700,23.000,2.550,2.570,1.190,463.000,2.000
13.690,20.000,0.560,5.880,0.960,680.000,3.000
13.580,24.500,0.840,8.660,0.740,750.000,3.000
12.700,21.500,1.200,5.000,0.780,600.000,3.000
11.030,21.500,2.170,1.900,1.710,407.000,2.000
13.640,15.200,3.030,5.100,0.960,845.000,1.000
11.960,21.000,2.140,3.210,0.990,886.000,2.000
14.200,15.200,3.390,6.750,1.050,1450.000,1.000
13.730,22.500,0.470,6.620,0.780,520.000,3.000
14.340,25.000,1.310,13.000,0.570,660.000,3.000
13.710,16.600,2.880,3.800,1.110,1035.000,1.000
13.870,19.400,2.970,4.500,1.250,915.000,1.000
13.880,20.000,0.340,4.900,0.580,415.000,3.000
13.160,18.600,3.240,5.680,1.030,1185.000,1.000
13.280,15.500,2.680,4.600,1.090,880.000,1.000
13.520,23.500,0.520,4.350,0.890,520.000,3.000
12.420,22.000,1.840,2.700,0.860,315.000,2.000
11.820,20.800,1.600,1.950,0.950,495.000,2.000
13.480,20.500,2.980,5.100,1.040,920.000,1.000
13.730,22.500,3.250,5.700,1.190,1285.000,1.000
12.290,18.000,2.990,2.300,1.420,406.000,2.000
13.510,19.000,2.530,4.200,1.100,1095.000,1.000
13.630,17.200,2.910,7.300,1.280,1310.000,1.000
12.510,17.500,0.580,5.450,0.750,650.000,3.000
13.270,20.000,0.690,10.200,0.590,835.000,3.000
12.000,19.000,2.260,2.500,1.380,278.000,2.000
13.300,17.000,2.190,3.950,1.020,1285.000,1.000
11.840,18.000,2.210,3.050,0.790,520.000,2.000
11.760,20.000,2.030,3.800,1.230,607.000,2.000
